109.35,11575
108.87,7854
107.48,7641
88.19,8872
77.40,9965
68.88,8375
61.48,7593
53.58,11895
45.13,10023
34.01,13326
28.27,4998
14.96,13101
13.08,12804
-0.73,13328
-17.10,2891
-27.88,12962
