548,40.35
669,14.35
4950,45.28
7303,68.59
7464,50.60
9448,36.64
9656,34.28
10761,32.30
11898,81.31
12454,42.36
12492,14.71
13228,22.58
13230,120.13
13274,30.00
13345,83.41
