6436,152.67,9
12635,152.61,14
13230,146.10,14
5220,142.98,14
7390,138.96,12
11575,131.70,15
9784,131.67,20
8381,113.08,12
6165,106.77,11
7641,106.57,10
9675,105.62,8
11201,104.06,14
13345,99.20,14
10794,94.33,5
7854,92.75,10
7316,91.98,5
12684,91.97,8
9914,88.92,19
11311,87.48,10
13162,81.52,18
11039,80.75,10
9614,77.13,10
8872,76.82,10
3791,75.37,10
3470,73.61,5
4950,71.59,16
6982,71.00,5
9965,70.94,7
11898,70.19,24
7593,69.28,7
11363,67.69,10
12869,66.58,10
8375,65.17,5
5214,62.44,17
7175,62.39,5
5206,61.82,12
13356,60.20,10
10761,59.07,19
7303,56.99,9
11101,56.92,5
10163,56.77,10
11466,55.82,10
8865,52.74,11
8404,52.62,10
4345,48.37,10
13180,47.70,5
12628,47.69,5
12454,47.68,10
11920,45.79,15
13834,44.75,7
7391,42.89,5
548,42.88,5
12105,41.48,13
8577,41.27,5
6148,40.47,5
13117,40.38,5
13807,39.72,5
4998,39.36,5
13890,38.46,5
11475,37.16,5
9014,36.57,5
10023,36.42,7
3013,35.10,5
3873,34.95,5
596,34.38,5
13380,34.29,5
13216,34.23,8
11387,34.13,7
13274,33.70,15
4943,33.66,5
9656,33.34,5
13101,32.13,5
13035,31.91,11
9657,30.60,7
14053,29.97,12
4475,28.98,5
13219,28.63,20
9578,27.73,5
10434,27.59,10
7464,27.49,7
13326,27.31,5
11895,27.24,5
13228,26.87,5
12009,24.42,10
3149,23.54,5
13190,22.43,5
13218,22.40,11
6357,21.20,5
13215,20.67,11
13220,20.62,10
10150,19.26,10
5773,19.17,5
10917,19.09,5
13223,17.03,10
10148,16.94,10
11182,16.93,5
8625,16.64,5
13217,14.57,10
13328,14.06,5
12492,13.00,5
13221,12.31,10
8804,11.81,5
12027,10.33,7
12224,7.63,5
12962,7.49,5
9448,4.51,12
12804,3.03,7
13050,2.56,10
4432,2.52,5
669,2.27,7
10320,1.51,5
13988,-2.29,5
8367,-4.30,5
12573,-5.17,5
11689,-6.29,6
2891,-10.05,5
6949,-11.92,5
