3873,35.83
6357,25.16
9657,32.49
10163,44.48
11387,37.14
11920,75.47
12027,9.85
12105,39.39
12224,0.11
12869,70.16
13035,20.69
13215,15.09
13218,27.66
13219,18.05
13356,55.59
