4345,58.24828834102327
4475,34.782547277047044
5773,15.892786186996705
6148,51.02634354613489
6982,68.7227394334924
7316,114.03670273049408
8404,64.39706748999407
8804,10.166135235081994
8865,71.9018505315364
9578,24.406135246520503
9614,92.93474366392851
10148,25.12355989667851
10150,41.675432097313035
10320,-8.193476303563127
10434,18.375285424251082
11039,30.951614166311483
11101,48.1591543318562
11201,53.1515159636517
11311,92.25498051743445
12009,23.351934830848872
13050,25.752716399779782
13117,39.844559326172096
13217,15.388066650628085
13220,23.494432330699365
13221,12.844592082226821
13223,-15.463187656039612
13230,153.06557918310435
13345,66.30790107639706
