149,154,8381,13221,9784,13162
169,42,13223,11201,13190,10917
149,62,13220,12635,13217,5206
26,200,9914,8404,13807,5220
106,46,13190,8381,13220,10917
198,20,5206,5220,13223,13221
161,222,13807,11201,13162,12635
105,270,13217,8404,9914,9784
139,147,13190,5206,8381,13807
121,274,13220,9914,11201,13162
140,199,9784,10917,5220,12635
139,20,13223,8404,13221,13217
224,145,11201,9914,9784,5206
28,42,10917,13221,13220,13807
187,111,13223,12635,8404,8381
224,26,13162,5220,13190,13217
161,74,13807,9784,13223,13220
20,211,13221,13190,9914,12635
117,230,13217,5220,8381,11201
108,110,13162,10917,5206,8404
288,179,12635,5220,5206,8381
319,133,12635,5220,5206,8381
235,173,11201,13162,9784,9914
208,205,11201,13162,9784,9914
377,194,12635,5220,11201,13162
296,201,12635,5220,11201,13162
