9675,104.28,8
12684,95.48,8
10761,83.89,10
3470,80.41,5
11898,73.40,10
11363,71.29,10
3791,58.32,10
5214,48.37,8
12454,47.01,5
13890,45.73,5
12105,45.54,8
14053,36.31,5
3149,22.53,5
11182,9.93,5
6949,-3.57,5
11920,-4.04,5
